1111101	1	1	
1111102	1	1	
1111103	1	1	
1111104	1	1	
1111105	1	1	
1111106	1	1	
1111107	1	1	
1111108	1	1	
1111109	1	1	
1111110	1	1	
1111111	1	1	
1111112	1	1	
1111113	1	1	
1111114	1	1	
1111115	1	1	
1111116	1	1	
1111117	1	1	
1111118	1	1	
1111119	1	1	
1111120	1	1	
1111121	1	1	
1111122	1	1	
1111123	1	1	
1111124	1	1	
1111125	1	1	
1111126	1	1	
1111127	1	1	
1111128	1	1	
1111129	1	1	
1111130	1	1	
1111131	1	1	
1111132	1	1	
1121101	1	1	
1121102	1	1	
1121103	1	1	
1123101	1	1	
1125101	1	1	
1131101	1	1	
1131102	1	1	
1131103	1	1	
1131104	1	1	
1131105	1	1	
1131106	1	1	
1131107	1	1	
1131108	1	1	
1131109	1	1	
1141101	1	1	
1141102	1	1	
1141103	1	1	
1141104	1	1	
1141105	1	1	
1141106	1	1	
1141107	1	1	
1141108	1	1	
1151101	1	0	
1151102	1	0	
1152101	1	0	
1161101	1	1	
1163101	1	1	
1163102	1	1	
1181101	1	1	
1181102	1	1	
1181103	1	1	
1182101	1	1	
1211101	1	0	
1211201	1	0	
1211401	1	0	
1211501	1	0	
1211601	1	0	
1211602	1	0	
1211603	1	0	
1251170	1	1	
1251171	1	1	
1311101	1	1	
1311102	1	1	
1311103	1	1	
1311201	1	1	
1311202	1	1	
1311203	1	1	
1311204	1	1	
1311205	1	1	
1311206	1	1	
1311207	1	1	
1311208	1	1	
1311209	1	1	
1311210	1	1	
1311211	1	1	
1331101	1	1	
1331201	1	1	
1345101	1	1	
1351101	1	1	
1351102	1	1	
1351103	1	1	
1351104	1	1	
1351105	1	1	
1351106	1	1	
1351107	1	1	
1351108	1	1	
1351109	1	1	
1351110	1	1	
1351111	1	1	
1351112	1	1	
1351113	1	1	
1351114	1	1	
1351115	1	1	
1351116	1	1	
1351117	1	1	
1351118	1	1	
1351119	1	1	
1351120	1	1	
1351121	1	1	
1351122	1	1	
1351123	1	1	
1351124	1	1	
1351125	1	1	
1351201	1	1	
1351202	1	1	
1351203	1	1	
1351204	1	1	
1351205	1	1	
1351206	1	1	
1351207	1	1	
1351208	1	1	
1351209	1	1	
1351210	1	1	
1351211	1	1	
1351212	1	1	
1351213	1	1	
1351214	1	1	
1351215	1	1	
1351216	1	1	
1351301	1	1	
1351302	1	1	
1351303	1	1	
1352101	1	1	
1352102	1	1	
1353101	1	1	
1353102	1	1	
1353103	1	1	
1353104	1	1	
1353105	1	1	
1353106	1	1	
1353107	1	1	
1353108	1	1	
1353109	1	1	
1353110	1	1	
1353111	1	1	
1361101	1	1	
1362101	1	1	
1362102	1	1	
1381101	1	1	
1381102	1	1	
1402301	1	1	
1403201	1	1	
1403202	1	1	
1411101	1	1	
1411102	1	1	
1431101	1	1	
1431102	1	1	
1431103	1	1	
1431104	1	1	
1431105	1	1	
1431106	1	1	
1431107	1	1	
1431108	1	1	
1431109	1	1	
1431110	1	1	
1431111	1	1	
1431112	1	1	
1441101	1	1	
1452201	1	1	
1452301	1	1	
1461101	1	1	
1471101	1	1	
1471102	1	1	
1471103	1	1	
1471104	1	1	
1471105	1	1	
1471106	1	1	
1471107	1	1	
1482101	1	1	
1483101	1	1	
1483201	1	1	
1483501	1	1	
1491101	1	1	
1491102	1	1	
1501101	1	1	
1501102	1	1	
1501103	1	1	
1501104	1	1	
1501105	1	1	
1501106	1	1	
1501107	1	1	
1502101	1	1	
1502102	1	1	
1502201	1	1	
1502202	1	1	
1511101	1	1	
1511201	1	1	
1511202	1	1	
1511301	1	1	
1511302	1	1	
1511303	1	1	
1511401	1	1	
1511402	1	1	
1511501	1	1	
1511601	1	1	
1511602	1	1	
1511701	1	1	
1511702	1	1	
1515101	1	1	
1521101	1	1	
1521102	1	1	
1521103	1	1	
1531101	1	1	
1531102	1	1	
1531103	1	1	
1531104	1	1	
1531105	1	1	
1531106	1	1	
1531107	1	1	
1531108	1	1	
1531109	1	1	
1531110	1	1	
1531111	1	1	
1531112	1	1	
1531113	1	1	
1531114	1	1	
1531115	1	1	
1531116	1	1	
1531117	1	1	
1531118	1	1	
1531119	1	1	
1531120	1	1	
1531121	1	1	
1531122	1	1	
1531123	1	1	
1531124	1	1	
1531125	1	1	
1531126	1	1	
1531127	1	1	
1531128	1	1	
1531129	1	1	
1531130	1	1	
1531131	1	1	
1531132	1	1	
1531133	1	1	
1531134	1	1	
1531135	1	1	
1531136	1	1	
1531137	1	1	
1531138	1	1	
1531139	1	1	
1531140	1	1	
1531141	1	1	
1531142	1	1	
1531143	1	1	
1531144	1	1	
1531145	1	1	
1531146	1	1	
1531147	1	1	
1531148	1	1	
1531149	1	1	
1531150	1	1	
1531151	1	1	
1531152	1	1	
1531153	1	1	
1531154	1	1	
1531155	1	1	
1531156	1	1	
1531157	1	1	
1531158	1	1	
1531159	1	1	
1531160	1	1	
1531161	1	1	
1531162	1	1	
1531163	1	1	
1531164	1	1	
1531165	1	1	
1531166	1	1	
1531167	1	1	
1531168	1	1	
1531169	1	1	
1531170	1	1	
1531171	1	1	
1531172	1	1	
1531173	1	1	
1531174	1	1	
1531175	1	1	
1531176	1	1	
1531177	1	1	
1531178	1	1	
1531179	1	1	
1531180	1	1	
1531181	1	1	
1531182	1	1	
1531183	1	1	
1531184	1	1	
1531185	1	1	
1531186	1	1	
1531187	1	1	
1531188	1	1	
1531189	1	1	
1531190	1	1	
1531191	1	1	
1531192	1	1	
1532101	1	1	
1532102	1	1	
1532103	1	1	
1532104	1	1	
1532105	1	1	
1532106	1	1	
1532107	1	1	
1532108	1	1	
1532109	1	1	
1532110	1	1	
1532111	1	1	
1532112	1	1	
1532113	1	1	
1532114	1	1	
1532115	1	1	
1532116	1	1	
1532117	1	1	
1532118	1	1	
1532119	1	1	
1532120	1	1	
1532121	1	1	
1532122	1	1	
1532123	1	1	
1532124	1	1	
1532125	1	1	
1532126	1	1	
1532127	1	1	
1532128	1	1	
1532129	1	1	
1532130	1	1	
1532131	1	1	
1532132	1	1	
1532133	1	1	
1532134	1	1	
1532135	1	1	
1532136	1	1	
1532137	1	1	
1532138	1	1	
1532139	1	1	
1532140	1	1	
1532141	1	1	
1532142	1	1	
1532143	1	1	
1532144	1	1	
1532145	1	1	
1532146	1	1	
1532147	1	1	
1532148	1	1	
1532149	1	1	
1532150	1	1	
1532151	1	1	
1532152	1	1	
1532153	1	1	
1532154	1	1	
1532155	1	1	
1532156	1	1	
1532157	1	1	
1532158	1	1	
1532159	1	1	
1532160	1	1	
1532161	1	1	
1532162	1	1	
1532163	1	1	
1532164	1	1	
1532165	1	1	
1532166	1	1	
1532167	1	1	
1532168	1	1	
1532169	1	1	
1532170	1	1	
1532171	1	1	
1532172	1	1	
1532173	1	1	
1533101	1	1	
1533102	1	1	
1533103	1	1	
1533104	1	1	
1533105	1	1	
1533106	1	1	
1533107	1	1	
1533108	1	1	
1533109	1	1	
1533110	1	1	
1533111	1	1	
1533112	1	1	
1533113	1	1	
1533114	1	1	
1533115	1	1	
1533116	1	1	
1533117	1	1	
1533118	1	1	
1533119	1	1	
1533120	1	1	
1533121	1	1	
1533122	1	1	
1533123	1	1	
1533124	1	1	
1533125	1	1	
1533126	1	1	
1533127	1	1	
1533128	1	1	
1533129	1	1	
1533130	1	1	
1533131	1	1	
1533132	1	1	
1533133	1	1	
1533134	1	1	
1533135	1	1	
1533136	1	1	
1533137	1	1	
1533138	1	1	
1533139	1	1	
1533140	1	1	
1533141	1	1	
1533142	1	1	
1533143	1	1	
1533144	1	1	
1533145	1	1	
1533146	1	1	
1533147	1	1	
1533148	1	1	
1533149	1	1	
1533150	1	1	
1533151	1	1	
1533152	1	1	
1533153	1	1	
1533154	1	1	
1533155	1	1	
1533156	1	1	
1533157	1	1	
1533158	1	1	
1533159	1	1	
1533160	1	1	
1533161	1	1	
1533162	1	1	
1533163	1	1	
1533164	1	1	
1533165	1	1	
1533166	1	1	
1533167	1	1	
1533168	1	1	
1533169	1	1	
1533170	1	1	
1533171	1	1	
1533172	1	1	
1533173	1	1	
1533174	1	1	
1533175	1	1	
1533176	1	1	
1533177	1	1	
1533178	1	1	
1533179	1	1	
1533180	1	1	
1533181	1	1	
1533182	1	1	
1533183	1	1	
1533184	1	1	
1533185	1	1	
1533186	1	1	
1533187	1	1	
1533188	1	1	
1533189	1	1	
1533190	1	1	
1533191	1	1	
1533192	1	1	
1533193	1	1	
1541101	1	1	
1541102	1	1	
1551101	1	1	
1551102	1	1	
1551103	1	1	
1551104	1	1	
1551105	1	1	
1551106	1	1	
1551107	1	1	
1551108	1	1	
1551109	1	1	
1551110	1	1	
1551111	1	1	
1551112	1	1	
1551201	1	1	
1551301	1	1	
1571101	1	1	
1571102	1	1	
1581101	1	0	
1582101	1	0	
1582102	1	0	
1591101	1	1	
1591102	1	1	
1591103	1	1	
1591104	1	1	
1592101	1	1	
1593101	1	1	
1601101	1	1	
1601102	1	1	
1601103	1	1	
1611101	1	1	
1631101	1	1	
1631102	1	1	
1641201	1	1	
1651101	1	1	
1651102	1	1	
1651103	1	1	
1651104	1	1	
1651105	1	1	
1651106	1	1	
1651107	1	1	
1651108	1	1	
1651109	1	1	
1651110	1	1	
1652101	1	1	
1652104	1	1	
1652201	1	1	
1652202	1	1	
1652203	1	1	
1652204	1	1	
1653101	1	1	
1653103	1	0	
1653104	1	1	
1653105	1	1	
1653106	1	1	
1653107	1	1	
1653108	1	1	
1653109	1	1	
1653110	1	1	
1653111	1	1	
1653112	1	1	
1653113	1	1	
1653114	1	1	
1653115	1	1	
1653116	1	1	
1653117	1	1	
1653118	1	1	
1654103	1	1	
1654104	1	1	
1654105	1	1	
1654106	1	1	
1654107	1	1	
1654108	1	1	
1654109	1	1	
1654110	1	1	
1654111	1	1	
1654112	1	1	
1654113	1	1	
1654114	1	1	
1654115	1	1	
1654201	1	1	
1655101	1	1	
1655201	1	1	
1655202	1	1	
1655203	1	1	
1655301	1	1	
1655302	1	1	
1655303	1	1	
1655304	1	1	
1657102	1	1	
1657103	1	1	
1657104	1	1	
1657105	1	1	
1701101	1	0	
1701102	1	0	
1711101	1	0	
1711201	1	0	
1751101	1	1	
1751102	1	1	
1751103	1	1	
1751104	1	1	
1751105	1	1	
1751106	1	1	
1751107	1	1	
1751108	1	1	
1751109	1	1	
1751110	1	1	
1751111	1	1	
1752101	1	1	
1752102	1	1	
1752103	1	1	
1752104	1	1	
1752105	1	1	
1781101	1	1	
1781102	1	1	
1781103	1	1	
1781104	1	1	
1781105	1	1	
1781106	1	1	
1781107	1	1	
1781108	1	1	
1781109	1	1	
1781110	1	1	
1781111	1	1	
1781112	1	1	
1781113	1	1	
1781114	1	1	
1781115	1	1	
1781116	1	1	
1781117	1	1	
1781118	1	1	
1781119	1	1	
1781120	1	1	
1781121	1	1	
1781201	1	1	
1781202	1	1	
1781203	1	1	
1781204	1	1	
1791101	1	1	
1791102	1	1	
1791201	1	1	
1791202	1	1	
1821101	1	1	
1831101	1	1	
1841101	1	1	
1851101	1	1	
1851102	1	1	
1851103	1	1	
1851104	1	1	
1852101	1	1	
1852102	1	1	
1852103	1	1	
1852104	1	1	
1853101	1	1	
1853102	1	1	
1853103	1	1	
1861101	1	1	
1861102	1	1	
1861103	1	1	
1871101	1	1	
1901101	1	1	
1901102	1	1	
1901103	1	1	
1981101	1	1	
1981102	1	1	
1982101	1	1	
1982201	1	1	
1982202	1	1	
2001401	1	1	
2181101	1	1	
2181102	1	1	
2181103	1	1	
2181104	1	1	
2181105	1	1	
2181106	1	1	
2181107	1	1	
2181108	1	1	
2181109	1	1	
2181110	1	1	
2181111	1	1	
2181112	1	1	
2181113	1	1	
2181114	1	1	
2181115	1	1	
2181116	1	1	
2181117	1	1	
2181118	1	1	
2181119	1	1	
2181120	1	1	
2412101	1	1	
2412102	1	1	
2412201	1	1	
2412202	1	1	
2412301	1	1	
2412302	1	1	
2412303	1	1	
2412401	1	1	
2412501	1	1	
2412601	1	1	
2412602	1	1	
2413101	1	1	
2413102	1	1	
2413103	1	1	
2413104	1	1	
2413105	1	1	
2413106	1	1	
2413107	1	1	
2413108	1	1	
2413109	1	1	
2413110	1	1	
2413111	1	1	
2413112	1	1	
2413113	1	1	
2413114	1	1	
2413115	1	1	
2413116	1	1	
2413117	1	1	
2413118	1	1	
2413119	1	1	
2413120	1	1	
2413121	1	1	
2413122	1	1	
2413123	1	1	
2413124	1	1	
2413125	1	1	
2413126	1	1	
2521101	1	0	
2521201	1	0	
2531101	0	1	
2531102	0	1	
2531103	0	1	
2531104	0	1	
2531105	0	1	
2531106	0	1	
2531107	1	1	
2531108	1	1	
2531109	1	1	
2531110	1	1	
2531111	1	1	
2532101	0	1	
2532102	0	1	
2532103	0	1	
2532104	0	1	
2532105	0	1	
2532106	0	1	
2532107	0	1	
2532108	0	1	
2532109	0	1	
2532110	0	1	
2532111	0	1	
2532112	0	1	
2532113	0	1	
2532114	0	1	
2532115	0	1	
2532116	0	1	
2532117	0	1	
