43	4294967295	0	2	20000	
53	4294967295	0	2	20000	
86	4294967295	5	2	20000	
102	4294967295	0	2	20000	
107	4294967295	0	2	20000	
161	4294967295	0	2	20000	
165	4294967295	0	2	20000	
166	4294967295	0	2	20000	
167	4294967295	0	2	20000	
242	4294967295	0	2	20000	
292	4294967295	0	2	20000	
305	4294967295	0	2	20000	
336	4294967295	0	2	20000	
337	4294967295	0	2	20000	
338	4294967295	0	2	20000	
347	4294967295	0	2	20000	
348	4294967295	0	2	20000	
349	4294967295	0	2	20000	
351	4294967295	0	2	20000	
362	4294967295	0	2	20000	
369	4294967295	0	2	20000	
370	4294967295	5	2	20000	
427	4294967295	0	2	20000	
440	4294967295	0	2	20000	
449	4294967295	0	2	20000	
461	4294967295	0	2	20000	
469	4294967295	6	2	20000	
472	4294967295	0	2	20000	
492	4294967295	0	2	20000	
502	4294967295	0	2	20000	
507	4294967295	0	2	20000	
529	4294967295	0	2	20000	
530	4294967295	0	2	20000	
534	4294967295	0	2	20000	
546	546	0	2	20000	
549	4294967295	0	2	20000	
551	4294967295	0	2	20000	
555	546	0	2	20000	
557	4294967295	0	2	20000	
559	4294967295	0	2	20000	
574	546	0	2	20000	
606	4294967295	6	2	20000	
615	4294967295	0	2	20000	
622	4294967295	0	2	20000	
639	4294967295	5	2	20000	
645	4294967295	0	2	20000	
670	4294967295	0	2	20000	
682	4294967295	0	2	20000	
690	4294967295	0	2	20000	
711	4294967295	0	2	20000	
718	4294967295	5	2	20000	
726	4294967295	0	2	20000	
730	4294967295	0	2	20000	
743	4294967295	0	2	20000	
744	4294967295	0	2	20000	
749	4294967295	0	2	20000	
751	4294967295	0	2	20000	
752	4294967295	5	2	20000	
753	4294967295	5	2	20000	
760	4294967295	5	2	20000	
762	4294967295	5	2	20000	
763	4294967295	0	2	20000	
822	4294967295	5	2	20000	
824	4294967295	0	2	20000	
825	4294967295	0	2	20000	
826	4294967295	0	2	20000	
916	4294967295	0	2	20000	
927	4294967295	0	2	20000	
943	4294967295	0	2	20000	
950	4294967295	0	2	20000	
953	4294967295	0	2	20000	
958	4294967295	0	2	20000	
966	4294967295	0	2	20000	
976	4294967295	0	2	20000	
980	4294967295	0	2	20000	
985	4294967295	0	2	20000	
1000	4294967295	0	2	20000	
1013	4294967295	0	2	20000	
1059	4294967295	0	2	20000	
1072	4294967295	5	2	20000	
1075	4294967295	5	2	20000	
1086	4294967295	5	2	20000	
1090	4294967295	5	2	20000	
1115	4294967295	0	2	20000	
1120	4294967295	0	2	20000	
1121	4294967295	0	2	20000	
1127	4294967295	5	2	20000	
1131	4294967295	0	2	20000	
1133	4294967295	0	2	20000	
1149	4294967295	5	2	20000	
1158	4294967295	5	2	20000	
1209	1209	0	2	20000	
1232	4294967295	0	2	20000	
1243	1243	0	2	20000	
1244	1243	0	2	20000	
1254	4294967295	0	2	20000	
1258	4294967295	0	2	20000	
1260	4294967295	0	2	20000	
1261	4294967295	6	2	20000	
1264	4294967295	0	2	20000	
1268	4294967295	0	2	20000	
1299	4294967295	0	2	20000	
1300	4294967295	0	2	20000	
1302	4294967295	0	2	20000	
1314	4294967295	0	2	20000	
1329	1243	0	2	20000	
1347	4294967295	0	2	20000	
1348	4294967295	0	2	20000	
1355	4294967295	0	2	20000	
1384	4294967295	0	2	20000	
1405	4294967295	0	2	20000	
1411	4294967295	0	2	20000	
1417	4294967295	5	2	20000	
1420	4294967295	5	2	20000	
1437	4294967295	0	2	20000	
1450	4294967295	0	2	20000	
1460	4294967295	0	2	20000	
1464	4294967295	0	2	20000	
1468	1209	0	2	20000	
1477	4294967295	0	2	20000	
1478	4294967295	0	2	20000	
1512	4294967295	0	2	20000	
1531	4294967295	0	2	20000	
1532	4294967295	0	2	20000	
1550	4294967295	0	2	20000	
1556	4294967295	0	2	20000	
1563	4294967295	0	2	20000	
1566	4294967295	0	2	20000	
1572	4294967295	0	2	20000	
1575	4294967295	0	2	20000	
1581	4294967295	0	2	20000	
1582	4294967295	0	2	20000	
1598	4294967295	0	2	20000	
1600	4294967295	5	2	20000	
1602	4294967295	5	2	20000	
1603	4294967295	5	2	20000	
1608	4294967295	0	2	20000	
1637	4294967295	5	2	20000	
1650	4294967295	0	2	20000	
1703	4294967295	0	2	20000	
1710	4294967295	0	2	20000	
1726	4294967295	0	2	20000	
1732	4294967295	5	2	20000	
1734	4294967295	5	2	20000	
1879	4294967295	0	2	20000	
1880	4294967295	0	2	20000	
1881	4294967295	0	2	20000	
2143	4294967295	0	2	20000	
2174	4294967295	0	2	20000	
2180	4294967295	0	2	20000	
2199	4294967295	0	2	20000	
2285	4294967295	0	2	20000	
2303	4294967295	0	2	20000	
2354	2354	0	2	20000	
2356	2354	0	2	20000	
2363	4294967295	0	2	20000	
2365	2365	0	2	20000	
2368	2365	0	2	20000	
2369	2365	0	2	20000	
2392	4294967295	0	2	20000	
2397	4294967295	5	2	20000	
2400	4294967295	0	2	20000	
2408	2408	0	2	20000	
2409	2408	0	2	20000	
2410	2408	0	2	20000	
2414	4294967295	0	2	20000	
2417	4294967295	6	2	20000	
2435	4294967295	0	2	20000	
2437	4294967295	0	2	20000	
2442	4294967295	6	2	20000	
2443	4294967295	0	2	20000	
2445	4294967295	0	2	20000	
2451	4294967295	5	2	20000	
2457	4294967295	5	2	20000	
2458	4294967295	5	2	20000	
2459	4294967295	5	2	20000	
2460	4294967295	0	2	20000	
2523	4294967295	0	2	20000	
2529	4294967295	0	2	20000	
2536	4294967295	0	2	20000	
2543	2543	0	2	20000	
2544	2543	0	2	20000	
2546	2546	0	2	20000	
2548	2546	0	2	20000	
2550	4294967295	5	2	20000	
2553	4294967295	6	2	20000	
2561	4294967295	0	2	20000	
2569	4294967295	0	2	20000	
2571	4294967295	0	2	20000	
2574	4294967295	0	2	20000	
2576	4294967295	0	2	20000	
2584	4294967295	0	2	20000	
2599	4294967295	0	2	20000	
2607	4294967295	0	2	20000	
2620	4294967295	0	2	20000	
2628	2628	0	2	20000	
2632	4294967295	0	2	20000	
2633	2628	0	2	20000	
2644	4294967295	6	2	20000	
2672	4294967295	0	2	20000	
2673	4294967295	6	2	20000	
2680	4294967295	0	2	20000	
2682	4294967295	6	2	20000	
2684	4294967295	0	2	20000	
2687	4294967295	0	2	20000	
2693	4294967295	0	2	20000	
2901	4294967295	0	2	20000	
2910	4294967295	0	2	20000	
2916	4294967295	0	2	20000	
2924	4294967295	5	2	20000	
2925	4294967295	3	2	20000	
2927	4294967295	0	2	20000	
2928	4294967295	6	2	20000	
2929	4294967295	0	2	20000	
2931	4294967295	3	2	20000	
2936	4294967295	0	2	20000	
2941	4294967295	5	2	20000	
2948	4294967295	0	2	20000	
2950	4294967295	0	2	20000	
2963	4294967295	3	2	20000	
2984	4294967295	0	2	20000	
2988	4294967295	0	2	20000	
3000	4294967295	0	2	20000	
3001	4294967295	0	2	20000	
3006	4294967295	0	2	20000	
3011	4294967295	0	2	20000	
3013	4294967295	0	2	20000	
3016	4294967295	0	2	20000	
3023	4294967295	0	2	20000	
3028	4294967295	0	2	20000	
3706	4294967295	0	2	20000	
3709	4294967295	0	2	20000	
3711	4294967295	6	2	20000	
3715	4294967295	0	2	20000	
3718	4294967295	0	2	20000	
3743	4294967295	5	2	20000	
3744	4294967295	5	2	20000	
3745	4294967295	5	2	20000	
3752	4294967295	0	2	20000	
3756	4294967295	0	2	20000	
3758	4294967295	6	2	20000	
3763	4294967295	0	2	20000	
3771	4294967295	0	2	20000	
3781	4294967295	0	2	20000	
3782	4294967295	0	2	20000	
3783	4294967295	6	2	20000	
3785	4294967295	0	2	20000	
6003	4294967295	6	2	20000	
6005	4294967295	0	2	20000	
6008	4294967295	4	2	20000	
6012	4294967295	4	2	20000	
6015	4294967295	0	2	20000	
6018	4294967295	4	2	20000	
6022	4294967295	4	2	20000	
6025	4294967295	0	2	20000	
6028	4294967295	4	2	20000	
6032	4294967295	4	2	20000	
6035	4294967295	0	2	20000	
6037	4294967295	0	2	20000	
6038	4294967295	4	2	20000	
6042	4294967295	4	2	20000	
6045	4294967295	0	2	20000	
6048	4294967295	4	2	20000	
6052	4294967295	4	2	20000	
6055	4294967295	0	2	20000	
6058	4294967295	4	2	20000	
6062	4294967295	4	2	20000	
6226	4294967295	0	2	20000	
6243	4294967295	0	2	20000	
11110	4294967295	0	1	20000	
11112	4294967295	0	1	20000	
11114	4294967295	0	1	20000	
11602	4294967295	0	1	20000	
11603	4294967295	0	1	20000	
11604	4294967295	0	1	20000	
11605	4294967295	0	1	20000	
11606	4294967295	0	1	20000	
12101	4294967295	0	2	20000	
12105	4294967295	0	2	20000	
12106	4294967295	0	2	20000	
12107	4294967295	0	2	20000	
12108	4294967295	0	2	20000	
12131	4294967295	0	2	20000	
12135	4294967295	0	2	20000	
12136	4294967295	0	2	20000	
12137	4294967295	0	2	20000	
12138	4294967295	0	2	20000	
12205	4294967295	0	2	20000	
12206	4294967295	0	2	20000	
12208	4294967295	0	2	20000	
12212	4294967295	0	2	20000	
12213	4294967295	0	2	20000	
12214	4294967295	0	2	20000	
12215	4294967295	0	2	20000	
12216	4294967295	0	2	20000	
12235	4294967295	0	2	20000	
12236	4294967295	0	2	20000	
12238	4294967295	0	2	20000	
12242	4294967295	0	2	20000	
12243	4294967295	0	2	20000	
12312	4294967295	0	2	20000	
12313	4294967295	0	2	20000	
12315	4294967295	0	2	20000	
12318	4294967295	0	2	20000	
12319	4294967295	0	2	20000	
12321	4294967295	0	2	20000	
20000	4294967295	4	2	20000	
20001	4294967295	4	2	20000	
20002	4294967295	4	2	20000	
20003	4294967295	4	2	20000	
20004	4294967295	4	2	20000	
20005	4294967295	4	2	20000	
20006	4294967295	4	2	20000	
20007	4294967295	4	2	20000	
20008	4294967295	4	2	20000	
20009	4294967295	4	2	20000	
20010	4294967295	4	2	20000	
21000	4294967295	4	2	20000	
21001	4294967295	4	2	20000	
21002	4294967295	4	2	20000	
21003	4294967295	4	2	20000	
21004	4294967295	4	2	20000	
21005	4294967295	4	2	20000	
21006	4294967295	4	2	20000	
21007	4294967295	4	2	20000	
21008	4294967295	4	2	20000	
21009	4294967295	4	2	20000	
21010	4294967295	4	2	20000	
22000	4294967295	4	2	20000	
22001	4294967295	4	2	20000	
22002	4294967295	4	2	20000	
22003	4294967295	4	2	20000	
22004	4294967295	4	2	20000	
22005	4294967295	4	2	20000	
22006	4294967295	4	2	20000	
22007	4294967295	4	2	20000	
22008	4294967295	4	2	20000	
23000	4294967295	4	2	20000	
23001	4294967295	4	2	20000	
23002	4294967295	4	2	20000	
23003	4294967295	4	2	20000	
23004	4294967295	4	2	20000	
23005	4294967295	4	2	20000	
23006	4294967295	4	2	20000	
23007	4294967295	4	2	20000	
23008	4294967295	4	2	20000	
24000	4294967295	4	2	20000	
24001	4294967295	4	2	20000	
24002	4294967295	4	2	20000	
24003	4294967295	4	2	20000	
24004	4294967295	4	2	20000	
24005	4294967295	4	2	20000	
24006	4294967295	4	2	20000	
24007	4294967295	4	2	20000	
24008	4294967295	5	2	20000	
24009	4294967295	5	2	20000	
24010	4294967295	4	2	20000	
24011	4294967295	4	2	20000	
24012	4294967295	4	2	20000	
24013	4294967295	4	2	20000	
24014	4294967295	5	2	20000	
24015	4294967295	4	2	20000	
24016	4294967295	4	2	20000	
24017	4294967295	4	2	20000	
25000	4294967295	4	2	20000	
25001	4294967295	4	2	20000	
25002	4294967295	4	2	20000	
25003	4294967295	4	2	20000	
25004	4294967295	4	2	20000	
25005	4294967295	4	2	20000	
25006	4294967295	4	2	20000	
25007	4294967295	4	2	20000	
25008	4294967295	5	2	20000	
25009	4294967295	5	2	20000	
25010	4294967295	4	2	20000	
25011	4294967295	4	2	20000	
25012	4294967295	4	2	20000	
25013	4294967295	4	2	20000	
25014	4294967295	5	2	20000	
25015	4294967295	4	2	20000	
25016	4294967295	4	2	20000	
25017	4294967295	4	2	20000	
26000	4294967295	4	2	20000	
26001	4294967295	4	2	20000	
26002	4294967295	4	2	20000	
26003	4294967295	4	2	20000	
26004	4294967295	4	2	20000	
26005	4294967295	4	2	20000	
26006	4294967295	4	2	20000	
26007	4294967295	4	2	20000	
26008	4294967295	5	2	20000	
26009	4294967295	5	2	20000	
26010	4294967295	4	2	20000	
26011	4294967295	4	2	20000	
26012	4294967295	4	2	20000	
26013	4294967295	4	2	20000	
26014	4294967295	5	2	20000	
26015	4294967295	4	2	20000	
27000	4294967295	4	2	20000	
27001	4294967295	4	2	20000	
27002	4294967295	4	2	20000	
27003	4294967295	4	2	20000	
27004	4294967295	4	2	20000	
27005	4294967295	4	2	20000	
27006	4294967295	4	2	20000	
27007	4294967295	4	2	20000	
27008	4294967295	4	2	20000	
28000	4294967295	4	2	20000	
28001	4294967295	5	2	20000	
28002	4294967295	5	2	20000	
28003	4294967295	5	2	20000	
28004	4294967295	5	2	20000	
28005	4294967295	4	2	20000	
28006	4294967295	4	2	20000	
28007	4294967295	5	2	20000	
28008	4294967295	5	2	20000	
28009	4294967295	5	2	20000	
28010	4294967295	4	2	20000	
28011	4294967295	4	2	20000	
28012	4294967295	4	2	20000	
28013	4294967295	4	2	20000	
28014	4294967295	4	2	20000	
28015	4294967295	4	2	20000	
29000	4294967295	4	2	20000	
29001	4294967295	5	2	20000	
29002	4294967295	5	2	20000	
29003	4294967295	5	2	20000	
29004	4294967295	5	2	20000	
29005	4294967295	4	2	20000	
29006	4294967295	4	2	20000	
29007	4294967295	5	2	20000	
29008	4294967295	5	2	20000	
