1	Weapon(N) 001	6	1	7	23	500002	3	501002	3	502002	3	503002	3	504002	3	505002	3	506002	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
2	Weapon(N) 002	11	1	7	23	500003	3	501003	3	502003	3	503003	3	504003	3	505003	3	506003	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
3	Weapon(N) 003	16	1	7	23	500004	3	501004	3	502004	3	503004	3	504004	3	505004	3	506004	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
4	Weapon(N) 004	21	1	7	23	500005	3	501005	3	502005	3	503005	3	504005	3	505005	3	506005	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
5	Weapon(N) 005	26	1	7	23	500006	3	501006	3	502006	3	503006	3	504006	3	505006	3	506006	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
6	Weapon(N) 006	30	1	8	28	500007	3	501007	3	502007	3	503007	3	504007	3	505007	3	506007	5	506008	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
7	Weapon(N) 007	34	1	7	23	500008	3	501008	3	502008	3	503008	3	504008	3	505008	3	506009	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
8	Weapon(N) 008	38	1	7	23	500009	3	501009	3	502009	3	503009	3	504009	3	505009	3	506010	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
9	Weapon(N) 009	42	1	7	23	500010	3	501010	3	502010	3	503010	3	504010	3	505010	3	506011	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
10	Weapon(N) 010	46	1	7	23	500011	3	501011	3	502011	3	503011	3	504011	3	505011	3	506012	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
11	Weapon(N) 011	50	1	7	23	500012	3	501012	3	502012	3	503012	3	504012	3	505012	3	506013	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
12	Weapon(N) 012	53	1	7	23	500013	3	501013	3	502013	3	503013	3	504013	3	505013	3	506014	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
13	Weapon(N) 013	55	1	8	28	500014	3	501014	3	502014	3	503014	3	504014	3	505014	3	506015	5	506016	5	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	4294967295	0	
