101	1	0.5	1.3	0.7	0	
102	1	0.5	0.9	0.4	0	
103	1	0.5	0.9	0.4	0	
104	1	0.5	1	0.5	0	
105	1	0.5	0.9	0.4	0	
106	1	0.5	1.1	0.6	0	
107	1	0.5	1	0.4	0	
108	1	0.5	1.4	0.8	0	
109	1	0.5	1.4	0.8	0	
110	1	0.5	1	0.5	0	
111	1	0.5	1	0.5	0	
112	1	0.5	1	0.5	0	
113	1	0.5	1	0.5	0	
114	1	0.5	1.1	0.6	0	
115	1	0.5	1.1	0.6	0	
116	1	0.5	1	0.5	0	
117	1	0.5	1	0.5	0	
118	1	0.5	1.2	0.7	0	
119	1	0.5	1.2	0.7	0	
120	1	0.5	1.1	0.5	0	
121	1	0.5	1.1	0.5	0	
201	1	50	75	0	0	
202	1	0	70	0	0	
203	1	0	70	0	0	
204	1	50	90	0	0	
205	1	0	75	0	0	
206	1	50	80	0	0	
207	1	0	75	0	0	
208	1	50	85	0	0	
209	1	50	85	0	0	
210	1	0	80	0	0	
211	1	0	80	0	0	
212	1	0	80	0	0	
213	1	0	80	0	0	
214	1	50	100	0	0	
215	1	50	95	0	0	
216	1	0	80	0	0	
217	1	0	85	0	0	
218	1	50	95	0	0	
219	1	50	85	0	0	
220	1	0	80	0	0	
221	1	0	80	0	0	
300	1	3	1.5	0	2	
400	1	2	0	0	2	
500	1	0	0	0	2	
600	1	10	100	0	0	
700	1	10	100	0	0	
800	1	20	100	0	0	
900	1	0	2	5	0	
919	1	0	0	0.5	0	
1000	1	0	5	0	0	
1101	1	0.5	1	0.6	0	
1102	1	0.5	1.3	0.7	0	
1103	1	0.5	1	0.5	0	
1104	1	0.5	1.1	0.6	0	
1105	1	0.5	1	0.5	0	
1106	1	0.5	0.9	0.4	0	
1107	1	0.5	1.2	0.6	0	
1108	1	0.5	1	0.5	0	
1109	1	0.5	1	0.5	0	
1110	1	0.5	1.4	0.8	0	
1111	1	0.5	1.4	0.8	0	
1112	1	0.5	1	0.5	0	
1113	1	0.5	1	0.5	0	
1114	1	0.5	1.1	0.6	0	
1115	1	0.5	1.2	0.6	0	
1116	1	0.5	1	0.5	0	
1117	1	0.5	1.1	0.6	0	
1118	1	0.5	1	0.5	0	
1119	1	0.5	1	0.5	0	
1120	1	0.5	1.2	0.7	0	
1121	1	0.5	1.2	0.7	0	
1200	1	20	100	0	0	
1301	1	100	45	0	0	
1302	1	100	50	0	0	
1303	1	100	45	0	0	
