91	910	범위 방어력 다운	1	0	0	1	3	7	255	255	1	9	0	1	8	1	30	0	111	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	HMY_SKL_AST_014.png	0	24	0	0	0	0	0	16	16000	0	0	0	35	35	911	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	813	1	50	814	1	50	255	0	255	0	255	0	255	0	255	0	255	0
92	920	용암의 상처	1	0	0	1	3	1	238	255	1	65536	0	0	1	0	0	0	144	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_01.png	0	54	0	0	0	0	0	26	26000	0	0	0	35	35	911	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	203	0	67	4294967295	255	0	255	0	255	0	255	0	255	0	255	0	255	0
93	930	크나큰 용암의 상처	1	0	0	1	3	1	238	255	1	65536	0	0	1	0	0	0	445	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_02.png	0	188	0	0	0	0	0	26	26000	0	0	0	35	35	911	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	203	0	234	4294967295	255	0	255	0	255	0	255	0	255	0	255	0	255	0
100	1000	무게효과 1 (90초과)	1	0	0	1	3	1	255	255	1	917504	0	0	1	0	0	0	9	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_02.png	0	17	0	0	0	0	0	0	0	0	0	0	35	35	1001	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	606	1	5	607	1	5	255	0	255	0	255	0	255	0	255	0	255	0
101	1010	무게효과 2 (100초과)	1	0	0	1	3	1	255	255	1	917504	0	0	1	0	0	0	18	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_02.png	0	26	0	0	0	0	0	0	0	0	0	0	35	35	1011	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	811	1	10	812	1	10	255	0	255	0	255	0	255	0	255	0	255	0
102	1020	무게효과 3 (100초과)	1	0	0	1	3	1	255	255	1	917504	0	0	1	0	0	0	18	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_02.png	0	4	0	0	0	0	0	0	0	0	0	0	35	35	1021	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	813	1	10	814	1	10	255	0	255	0	255	0	255	0	255	0	255	0
103	1030	무게효과 4 (110초과)	1	0	0	1	3	1	255	255	1	917504	0	0	1	0	0	0	36	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_02.png	0	51	0	0	0	0	0	0	0	0	0	0	35	35	1031	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	811	1	20	812	1	20	255	0	255	0	255	0	255	0	255	0	255	0
104	1040	무게효과 5 (110초과)	1	0	0	1	3	1	255	255	1	917504	0	0	1	0	0	0	27	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_02.png	0	6	0	0	0	0	0	0	0	0	0	0	35	35	1041	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	813	1	15	814	1	15	255	0	255	0	255	0	255	0	255	0	255	0
105	1050	무게효과 6 (120초과)	1	0	0	1	3	1	255	255	1	917504	0	0	1	0	0	0	54	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_02.png	0	77	0	0	0	0	0	0	0	0	0	0	35	35	1051	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	811	1	30	812	1	30	255	0	255	0	255	0	255	0	255	0	255	0
106	1060	무게효과 7 (120초과)	1	0	0	1	3	1	255	255	1	917504	0	0	1	0	0	0	36	255	0	0	0	1	4294967295	4294967295	4294967295	4294967295	4294967295	255	255	MAP_LAVA_DMG_02.png	0	6	0	0	0	0	0	0	0	0	0	0	35	35	1061	4294967295	1	1000	65535	65535	65535	65535	65535	0	17	1	255	0	255	0	0	813	1	20	814	1	20	255	0	255	0	255	0	255	0	255	0	255	0
