1	1	0	0	-1	-1	-1	606	0	3	4294967295	255	255	4294967295	255	255	
2	2	0	0	-1	-1	-1	607	0	3	4294967295	255	255	4294967295	255	255	
3	3	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
4	4	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
5	5	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
6	6	0	0	-1	-1	-1	627	0	2	631	0	6	4294967295	255	255	
7	7	0	0	-1	-1	-1	628	0	4	616	1	4	4294967295	255	255	
8	8	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
9	9	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
10	10	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
201	201	2	2	Bip01	GME_CCBD_WINNER_GREEN	-1	667	0	5	651	0	5	4294967295	0	255	
202	202	2	2	Bip01	GME_CCBD_WINNER_GREEN	-1	603	0	255	651	0	10	4294967295	0	255	
203	203	2	2	Bip01	GME_CCBD_WINNER_GREEN	-1	603	0	255	667	0	8	4294967295	0	255	
204	204	2	2	Bip01	GME_CCBD_WINNER_GREEN	-1	603	0	255	651	0	15	667	0	10	
205	205	2	2	Bip01	GME_CCBD_WINNER_BLUE	-1	612	0	10	616	0	1	4294967295	0	255	
206	206	2	2	Bip01	GME_CCBD_WINNER_BLUE	-1	629	0	5	616	0	2	4294967295	0	255	
207	207	2	2	Bip01	GME_CCBD_WINNER_BLUE	-1	629	0	10	612	0	15	4294967295	0	255	
208	208	2	2	Bip01	GME_CCBD_WINNER_BLUE	-1	629	0	15	612	0	20	616	0	3	
209	209	2	2	Bip01	GME_CCBD_WINNER_RED	-1	606	0	10	674	0	5	4294967295	0	255	
210	210	2	2	Bip01	GME_CCBD_WINNER_RED	-1	632	0	5	674	0	5	4294967295	0	255	
211	211	2	2	Bip01	GME_CCBD_WINNER_RED	-1	606	0	20	632	0	10	4294967295	0	255	
212	212	2	2	Bip01	GME_CCBD_WINNER_RED	-1	606	0	30	632	0	15	674	0	5	
213	213	2	2	Bip01	GME_CCBD_WINNER_RED	-1	607	0	10	674	0	5	4294967295	0	255	
214	214	2	2	Bip01	GME_CCBD_WINNER_RED	-1	633	0	5	674	0	5	4294967295	0	255	
215	215	2	2	Bip01	GME_CCBD_WINNER_RED	-1	607	0	20	633	0	10	4294967295	0	255	
216	216	2	2	Bip01	GME_CCBD_WINNER_RED	-1	607	0	30	633	0	15	674	0	5	
300	300	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
301	301	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
302	302	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
303	303	0	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
477	477	2	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
478	478	2	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
479	479	2	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
480	480	2	2	Bip01	GME_Game_craze	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
481	481	2	0	-1	-1	-1	4294967295	255	255	4294967295	255	255	4294967295	255	255	
482	482	2	2	nullroot	GME_WP_01	-1	618	0	60	611	0	2	4294967295	255	255	
483	483	2	2	nullroot	GME_WP_02	-1	619	0	60	615	0	2	4294967295	255	255	
484	484	2	2	nullroot	GME_WP_03	-1	630	0	60	612	0	2	4294967295	255	255	
485	485	2	0	-1	-1	-1	610	0	3	4294967295	255	255	4294967295	255	255	
486	486	2	0	-1	-1	-1	675	0	2	4294967295	255	255	4294967295	255	255	
487	487	2	0	-1	-1	-1	612	0	3	4294967295	255	255	4294967295	255	255	
488	488	2	0	-1	-1	-1	613	0	3	4294967295	255	255	4294967295	255	255	
489	489	2	0	-1	-1	-1	614	0	3	4294967295	255	255	4294967295	255	255	
490	490	2	0	-1	-1	-1	615	0	3	4294967295	255	255	4294967295	255	255	
491	491	2	0	-1	-1	-1	667	0	1	4294967295	255	255	4294967295	255	255	
492	492	2	0	-1	-1	-1	672	0	2	4294967295	255	255	4294967295	255	255	
493	493	2	0	-1	-1	-1	673	0	2	4294967295	255	255	4294967295	255	255	
494	494	2	0	-1	-1	-1	674	0	2	4294967295	255	255	4294967295	255	255	
495	495	2	0	-1	-1	-1	611	0	3	4294967295	255	255	4294967295	255	255	
496	496	2	0	-1	-1	-1	676	0	2	4294967295	255	255	4294967295	255	255	
497	497	2	0	-1	-1	-1	651	0	5	4294967295	255	255	4294967295	255	255	
498	498	2	0	-1	-1	-1	635	0	2	4294967295	255	255	4294967295	255	255	
499	499	2	0	-1	-1	-1	627	0	9	4294967295	255	255	4294967295	255	255	
500	500	2	0	-1	-1	-1	611	0	3	4294967295	255	255	4294967295	255	255	
501	501	1	2	Bip01	GME_TENKAICHI_WINNER_01	System\\SYSTEM_TB_GOLD.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
502	502	1	2	Bip01	GME_TENKAICHI_WINNER_02	System\\SYSTEM_TB_SILVER.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
503	503	1	2	Bip01	GME_TENKAICHI_WINNER_03	System\\SYSTEM_TB_BRONZE.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
504	504	1	2	Bip01	GME_TENKAICHI_WINNER_01	System\\SYSTEM_TB_GOLD.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
505	505	1	2	Bip01	GME_TENKAICHI_WINNER_02	System\\SYSTEM_TB_SILVER.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
506	506	1	2	Bip01	GME_TENKAICHI_WINNER_03	System\\SYSTEM_TB_BRONZE.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
507	507	1	2	Bip01	GME_TENKAICHI_WINNER_01	System\\SYSTEM_TB_GOLD.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
508	508	1	2	Bip01	GME_TENKAICHI_WINNER_02	System\\SYSTEM_TB_SILVER.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
509	509	1	2	Bip01	GME_TENKAICHI_WINNER_03	System\\SYSTEM_TB_BRONZE.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
510	510	1	2	Bip01	GME_TENKAICHI_WINNER_01	System\\SYSTEM_TB_GOLD.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
511	511	1	2	Bip01	GME_TENKAICHI_WINNER_02	System\\SYSTEM_TB_SILVER.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
512	512	1	2	Bip01	GME_TENKAICHI_WINNER_03	System\\SYSTEM_TB_BRONZE.wav	4294967295	255	255	4294967295	255	255	4294967295	255	255	
