1111101	1	1	131105	11111010	4294967295	4294967295	65535	1	1	1	1111101	고튼	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??	0	4294967295		4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	11521	11522	4294967295	4294967295	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111102	1	1	131105	11111020	4294967295	4294967295	10	7	1	1	1111102	모리	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??	0	4294967295		4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	17551	17552	17553	4294967295	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111103	1	13	131120	11111030	4294967295	4294967295	65535	7	1	1	1111103	인어숍 점장	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??? ??	0	4294967295		4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111104	1	1	131105	11111040	4294967295	4294967295	65535	5	1	1	1111104	가츠라	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	???	0	4294967295		4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	15521	15522	4294967295	4294967295	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111105	1	1	131105	11111050	4294967295	4294967295	65535	3	1	1	1111105	곤곤	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??	0	4294967295		4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	13521	13522	4294967295	4294967295	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111106	1	1	131105	11111060	4294967295	4294967295	65535	24	5	1	1111106	로이	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??	0	4294967295	1111101	4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	21721	21722	21723	4294967295	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111107	1	1	131105	11111070	4294967295	4294967295	2	1	1	1	1111107	탄탄	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??	0	4294967295		4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	11581	11582	4294967295	4294967295	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111108	1	1	131105	11111080	4294967295	4294967295	4	5	1	1	1111108	고츠라	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	???	0	4294967295		4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	15581	15582	4294967295	4294967295	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111109	1	1	131105	11111090	4294967295	4294967295	65535	24	5	1	1111109	즌즌	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??	0	4294967295	1111101	4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	21591	21592	21593	21594	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111110	1	1	131105	11111100	4294967295	4294967295	65535	24	5	1	1111110	단단	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??	0	4294967295	1111101	4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	21651	21652	21653	21654	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
1111111	1	1	131105	11111110	4294967295	4294967295	65535	24	5	1	1111111	잔잔	N_ARM_A1	3	0	18498	33	29	205	0	52	44	1.008	1.008	5	5	0.7	0.95	22	12	100	Bip01 Head	1500	0	??	0	4294967295	1111101	4294967295	10	0	135	135	135	135	1550	955	135	135	26	20	24	24	20	19	1	1000	0	2	240	120	88	240	120	0.825	0	21531	21532	21533	21534	4294967295	4294967295	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	65535	4294967295	255	65535	
