1	0	0	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	10001	3	11030	5	6	6		4294967295	3452816845				2	3	0	1	255	255	255	255	255	255	1100755	1100756	10000	100	1	5	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	1100755	1100756	4294967295	4294967295	255	255	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	1100755	1100756	4294967295	4294967295	255	255	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	
3	1	7	60	10001	110	11130	10002	46	11131	4294967295	4294967295	4294967295	5	6	6	TMQ_opening.swf	1008	3452816845	BGM\\BGM_TMQ1.ogg	BGM\\BGM_TMQ2.ogg	BGM\\BGM_TMQ3.ogg	2	3	0	1	255	255	255	255	255	255	1100755	1100756	11000	2	1	5	25	70	2400	0	19001	1	50	4	4	1100755	1100756	60000	2	1	5	25	70	2400	0	19002	1	50	4	4	1100755	1100756	191000	2	1	5	25	70	2400	0	19013	1	50	4	4	
4	0	0	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	10001	3	11031	5	6	6		4294967295	3452816845				2	3	0	1	255	255	255	255	255	255	1100755	1100756	14000	100	1	5	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	1100755	1100756	4294967295	4294967295	255	255	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	1100755	1100756	4294967295	4294967295	255	255	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	
5	1	7	60	10001	112	11230	10002	23	11231	4294967295	4294967295	4294967295	5	6	6	TMQ2_opening.swf	1028	3452816845	BGM\\BGM_TMQ1.ogg	BGM\\BGM_TMQ2.ogg	BGM\\BGM_TMQ3.ogg	2	3	0	1	255	255	255	255	255	255	1100757	1100758	28000	3	1	5	33	70	1800	0	19003	1	50	4	4	1100757	1100758	70000	4	1	5	33	70	1800	0	19004	1	50	4	4	1100757	1100758	192000	4	1	5	33	70	1800	0	19014	1	50	4	4	
6	0	0	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	10001	3	11032	5	6	6		4294967295	3452816845				2	3	0	1	255	255	255	255	255	255	1100755	1100756	29000	100	1	5	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	1100755	1100756	4294967295	4294967295	255	255	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	1100755	1100756	4294967295	4294967295	255	255	255	255	4294967295	0	4294967295	1	255	4294967295	4294967295	
7	1	7	60	10001	107	11330	10002	1	11331	4294967295	4294967295	4294967295	5	6	6	TMQ3_opening.swf	1012	3452816845	BGM\\BGM_TMQ1.ogg	BGM\\BGM_TMQ2.ogg	BGM\\BGM_TMQ3.ogg	2	3	0	1	255	255	255	255	255	255	1100759	1100760	80000	5	1	5	41	70	1800	0	19005	1	50	4	4	1100759	1100760	100000	6	1	5	41	70	1800	0	19006	1	50	4	4	1100759	1100760	193000	6	1	5	41	70	1800	0	19015	1	50	4	4	
8	1	3	60	10001	114	11430	10002	2	11431	4294967295	4294967295	4294967295	5	6	6	TMQ4_opening.swf	1029	3452816845	BGM\\BGM_TMQ1.ogg	BGM\\BGM_TMQ2.ogg	BGM\\BGM_TMQ3.ogg	2	3	0	1	255	255	255	255	255	255	1100761	1100762	130000	7	1	5	47	70	1800	0	19007	1	50	4	4	1100761	1100762	140000	8	1	5	47	70	1800	0	19008	1	50	4	4	1100761	1100762	194000	8	1	5	47	70	1800	0	19016	1	1	4	4	
9	1	6	60	10001	1458	11530	10002	1	11531	4294967295	4294967295	4294967295	5	6	6	TMQ2-1_opening.swf	1060	3452816845	BGM\\BGM_TMQ1.ogg	BGM\\BGM_TMQ2.ogg	BGM\\BGM_TMQ3.ogg	2	3	0	1	255	255	255	255	255	255	1100971	1100973	195000	10	1	5	49	70	2400	0	19009	1	50	4	4	1100971	1100973	195000	10	1	5	49	70	2400	0	19009	1	1	4	4	1100971	1100973	198000	12	1	5	49	70	2400	0	19010	1	1	4	4	
10	1	6	60	10001	204	11630	10002	1	11631	4294967295	4294967295	4294967295	5	6	6	TMQ2-2_opening.swf	1053	3452816845	BGM\\BGM_TMQ1.ogg	BGM\\BGM_TMQ2.ogg	BGM\\BGM_TMQ3.ogg	2	3	0	1	255	255	255	255	255	255	1101103	1101105	196000	11	1	5	52	70	1800	0	19011	1	50	4	4	1101103	1101105	196000	11	1	5	52	70	1800	0	19011	1	1	4	4	1101103	1101105	199000	13	1	5	52	70	1800	0	19012	1	1	4	4	
11	1	2	60	10001	2171	11730	10002	1	11731	4294967295	4294967295	4294967295	5	6	6	TMQ2-2_opening.swf	1073	3452816845	BGM\\BGM_TMQ1.ogg	BGM\\BGM_TMQ2.ogg	BGM\\BGM_TMQ3.ogg	2	3	0	1	255	255	255	255	255	255	1101148	1401117	197000	14	1	5	58	70	1800	0	19017	1	50	4	4	1101148	1401117	197000	14	1	5	58	70	1800	0	19017	1	1	4	4	1101148	1401117	197000	14	1	5	58	70	1800	0	19017	1	1	4	4	
