1	453	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
2	11	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
3	2	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
4	456	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
5	428	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
6	429	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
7	455	0.9	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
8	458	0.8	451	0.9	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
9	367	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
10	46	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
11	434	0.9	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
12	435	1	1065	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
13	461	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
14	48	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
15	439	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
16	9	0.6	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
17	54	0.6	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
18	442	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
19	443	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
20	444	0.6	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
21	17	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
22	8	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
23	425	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
24	448	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
25	449	0.6	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
26	463	0.7	1199	0.3	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
27	464	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
28	466	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
29	467	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
30	468	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
31	139	0.7	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
32	473	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
33	474	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
34	478	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
35	479	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
36	481	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
37	482	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
38	485	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
39	489	0.9	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
40	490	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
41	492	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
42	701	1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
43	496	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
44	500	0.9	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
45	504	0.6	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
46	507	0.8	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
47	508	0.1	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	4294967295	3.40282e+38	
