801	0	8	0	0	7200	7200000	1000	0	255	2	
802	0	10	0	0	7200	7200000	4000	0	255	2	
803	0	12	0	0	7200	7200000	10000	0	255	2	
804	0	16	0	0	7200	7200000	30000	0	255	2	
805	0	20	0	0	7200	7200000	50000	0	255	2	
811	0	30	0	0	10800	10800000	20000	5	24	2	
812	0	35	0	0	10800	10800000	30000	5	21	2	
813	0	40	0	0	10800	10800000	40000	5	18	2	
816	0	50	0	0	10800	10800000	50000	5	15	2	
821	16	0	0	0	7200	7200000	1000	0	255	1	
822	20	0	0	0	7200	7200000	4000	0	255	1	
823	24	0	0	0	7200	7200000	10000	0	255	1	
824	32	0	0	0	7200	7200000	30000	0	255	1	
825	40	0	0	0	7200	7200000	50000	0	255	1	
831	60	0	0	0	10800	10800000	20000	7	26	1	
832	70	0	0	0	10800	10800000	30000	8	24	1	
833	80	0	0	0	10800	10800000	40000	9	22	1	
836	100	0	0	0	10800	10800000	50000	10	20	1	
841	0	0	20	0	7200	7200000	1000	0	255	4	
842	0	0	30	0	7200	7200000	4000	0	255	4	
843	0	0	35	0	7200	7200000	10000	0	255	4	
844	0	0	40	0	7200	7200000	30000	0	255	4	
845	0	0	45	0	7200	7200000	50000	0	255	4	
851	0	0	60	0	10800	10800000	20000	9	28	4	
852	0	0	70	0	10800	10800000	30000	11	27	4	
853	0	0	80	0	10800	10800000	40000	13	26	4	
856	0	0	100	0	10800	10800000	50000	15	25	4	
861	0	0	0	8	7200	7200000	1000	0	255	8	
862	0	0	0	10	7200	7200000	4000	0	255	8	
863	0	0	0	12	7200	7200000	10000	0	255	8	
864	0	0	0	16	7200	7200000	30000	0	255	8	
865	0	0	0	20	7200	7200000	50000	0	255	8	
871	0	0	0	28	10800	10800000	20000	11	30	8	
872	0	0	0	32	10800	10800000	30000	14	30	8	
873	0	0	0	36	10800	10800000	40000	17	30	8	
876	0	0	0	45	10800	10800000	50000	20	30	8	
