1	DBO_Main_World	DBO_Main_World	0	1	4294967295	0	4294966296	Spawn_MOB_Main_World	Spawn_NPC_Main_World	Spawn_Object_Main_World	8192	0	8192	-8192	0	-8192	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.745761	-0.008882	0.666155	4902.53	52.77	4379.21	0.998137	0	-0.061008	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_MainWorld\\	0	0	150			80000	255	0	5	1	10	5	10	5	10	5	10	5	
2	DBO_Dungeon_001	DBO_Dungeon_001	0	1	4294967295	0	4294966296	Spawn_MOB_Dungeon_001	Spawn_NPC_Dungeon_001	Spawn_Object_Dungeon_001	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_Dun001\\	0	11	150	Loading_Dungeon_001.swf		4294967295	255	1	5	1	10	5	10	5	10	5	10	5	
3	DBO_Dungeon_002	DBO_Dungeon_002	0	1	4294967295	0	4294966296	Spawn_MOB_Dungeon_002	Spawn_NPC_Dungeon_002	Spawn_Object_Dungeon_002	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_Dun002\\	0	12	150	Loading_Dungeon_002.swf		4294967295	255	1	5	1	10	5	10	5	10	5	10	5	
4	DBO_Dungeon_003	DBO_Dungeon_003	0	1	4294967295	0	4294966296	Spawn_MOB_Dungeon_003	Spawn_NPC_Dungeon_003	Spawn_Object_Dungeon_003	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_Dun003\\	0	13	150	Loading_Dungeon_003.swf		4294967295	255	1	5	1	10	5	10	5	10	5	10	5	
5	DBO_Town_001	DBO_Town_001	0	1	4294967295	0	4294966296	Spawn_MOB_Town_001	Spawn_NPC_Town_001	Spawn_Object_Town_001	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_Town001\\	0	101	150	Loading_Town_001.swf		81000	255	1	5	1	10	5	10	5	10	5	10	5	
6	DBO_Dungeon_004	DBO_Dungeon_004	0	1	4294967295	0	4294966296	Spawn_MOB_Dungeon_004	Spawn_NPC_Dungeon_004	Spawn_Object_Dungeon_004	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_Dun004\\	0	14	150	Loading_Dungeon_004.swf		4294967295	255	1	5	1	10	5	10	5	10	5	10	5	
7	DBO_Dungeon_005	DBO_Dungeon_005	0	1	4294967295	0	4294966296	Spawn_MOB_Dungeon_005	Spawn_NPC_Dungeon_005	Spawn_Object_Dungeon_005	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_Dun005\\	0	15	150	Loading_Dungeon_005.swf		4294967295	255	1	5	1	10	5	10	5	10	5	10	5	
9	DBO_Dungeon_006	DBO_Dungeon_006	0	1	4294967295	0	4294966296	Spawn_MOB_Dungeon_006	Spawn_NPC_Dungeon_006	Spawn_Object_Dungeon_006	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_Dun006\\	0	16	150	Loading_Dungeon_006.swf		4294967295	255	1	5	1	10	5	10	5	10	5	10	5	
10	DBO_Dungeon_007	DBO_Dungeon_007	0	1	4294967295	0	4294966296	Spawn_MOB_Dungeon_007	Spawn_NPC_Dungeon_007	Spawn_Object_Dungeon_007	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_Dun007\\	0	17	150	Loading_Dungeon_007.swf		4294967295	255	1	5	1	10	5	10	5	10	5	10	5	
11	DBO_SZone_001	DBO_SZone_001	0	1	4294967295	0	4294966296	Spawn_MOB_SZone_001	Spawn_NPC_SZone_001	Spawn_Object_SZone_001	2048	0	2048	-2048	0	-2048	0	0	0	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	3.40282e+31	0	3.40282e+31	100	0	100	0.57735	0.57735	0.57735	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	50	1	1	52685	0	1	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	1	0	0	Map_SZone001\\	0	18	150			4294967295	255	1	5	1	10	5	10	5	10	5	10	5	
