2100	1	0	200100000	세계지도;	1	0	12947.4	0	8434.28	0.0314758	4294967295	1	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2110	1	1	200101000	야호이 서부;	1	1	7936	0	5376	0.1875	4294967295	2	1	20	3.40282e+38	0	3.40282e+38	1	2	65535	65535	65535	65535	65535	65535	
2120	1	2	200102000	야호이 동부;	1	1	4934.4	0	6227.2	0.15625	4294967295	2	41	47	3.40282e+38	0	3.40282e+38	18	19	20	21	22	65535	65535	65535	
2130	1	3	200103000	프랑프랑 사막 북부;	1	1	8960	0	-768	0.15625	4294967295	2	1	20	3.40282e+38	0	3.40282e+38	5	6	65535	65535	65535	65535	65535	65535	
2140	1	4	200104000	프랑프랑 사막 남부;	0	1	7424	0	-4096	0.15625	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2150	1	5	200105000	포룽가 록스 북부;	1	1	6400	0	-768	0.1875	4294967295	2	1	20	3.40282e+38	0	3.40282e+38	3	4	65535	65535	65535	65535	65535	65535	
2160	1	6	200106000	포룽가 록스 남부;	1	1	6912	0	-1280	0.125	4294967295	2	55	59	3.40282e+38	0	3.40282e+38	34	35	36	65535	65535	65535	65535	65535	
2170	1	7	200107000	카린 숲;	1	1	8960	0	3328	0.125	4294967295	2	21	30	3.40282e+38	0	3.40282e+38	7	8	9	10	11	12	65535	65535	
2180	1	8	200108000	웨스트 랜드;	1	1	5330	0	3880	0.1	4294967295	2	31	47	3.40282e+38	0	3.40282e+38	13	14	15	16	17	23	24	65535	
2190	1	9	200109000	머쉬룸 록스 북부;	1	1	1600	0	3000	0.125	4294967295	2	47	50	3.40282e+38	0	3.40282e+38	25	26	27	65535	65535	65535	65535	65535	
21100	1	10	200110000	머쉬룸 록스 남부;	1	1	1848	0	-456	0.125	4294967295	2	51	55	3.40282e+38	0	3.40282e+38	28	29	30	65535	65535	65535	65535	65535	
21110	1	11	200111000	부우비 아일랜드;	0	1	3072	0	-4352	0.1875	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
21130	1	13	200113000	융더비트 고원;	0	1	7680	0	8192	0.15625	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
21140	1	14	200114000	해적제도;	0	1	-2304	0	-2560	0.125	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
21150	1	15	200115000	까막 고원;	0	1	-1536	0	256	0.15625	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
21160	1	16	200116000	맘마 평원;	0	1	-1792	0	2560	0.15625	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
21170	1	17	200117000	이스트 랜드;	0	1	-2048	0	5120	0.15625	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
21180	1	18	200118000	중앙 평원;	0	1	1536	0	7424	0.125	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
21190	1	19	200119000	설상가산;	0	1	-1024	0	8960	0.125	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
22200	2	20	200220000	야호이 요새;야호이 요새 서부;	1	2	2048	0	1539	0.1875	2110	3	15	18	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
22710	2	71	200271000	야호이 요새;야호이 요새 동부;	1	2	2048	0	1539	0.1875	2120	3	43	47	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
23230	3	23	200223000	카린 숲;레드리본군 본부 폐허;	1	2	1261	0	694	0.5	2170	3	28	30	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
24250	4	25	200225000	웨스트 랜드;레드팬츠군 본부;	1	2	800	0	600	0.5	2180	3	39	40	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
25240	5	24	200224000	웨스트 랜드;서쪽 도시 내부;	1	2	667	0	425	0.6	2180	3	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
26210	6	21	200221000	드래곤 케이브;드래곤 케이브 북부;	1	2	2048	0	1659	0.1875	2150	3	15	18	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
26720	6	72	200272000	드래곤 케이브;드래곤 케이브 남부;	1	2	2048	0	1659	0.1875	2160	3	58	58	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
27270	7	27	200227000	프랑프랑 사막 북부;첨벙첨벙 지하 수로;	1	2	1536	0	1540	0.25	2130	3	15	18	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
29220	9	22	200222000	카린 숲;은밀한 폭포 동굴;	1	2	691	0	315	0.7	2170	3	47	49	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
210260	10	26	200226000	웨스트 랜드;호이포이스톤 폐광;	1	2	1143	0	910	0.35	2180	3	49	50	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
214600	14	60	200260000	겁나도;겁나도;겁나도;	1	4	2035	0	1680	0.2	21100	3	52	54	0	0	-349	31	32	33	65535	65535	65535	65535	65535	
215120	15	12	200112000	파파야 제도;	1	1	-630.4	0	-3010.57	0.125	2100	2	60	69	0	0	-2700	37	38	39	40	65535	65535	65535	65535	
216390	16	39	200273000	해적 비밀기지;	1	2	802	0	602	0.5	215120	0	69	69	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2500420	500	42	200242000	도장;도장;도장;	1	2	199.067	0	270	1.5	2110	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2501420	501	42	200242000	도장;도장;도장;	1	2	199.067	0	270	1.5	2150	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2502420	502	42	200242000	도장;도장;도장;	1	2	199.067	0	270	1.5	2130	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2503420	503	42	200242000	도장;도장;도장;	1	2	199.067	0	270	1.5	2170	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2504420	504	42	200242000	도장;도장;도장;	1	2	199.067	0	270	1.5	2120	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2505420	505	42	200242000	도장;도장;도장;	1	2	199.067	0	270	1.5	2180	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2506420	506	42	200242000	도장;도장;도장;	1	2	199.067	0	270	1.5	2190	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
260000300	60000	30	200230000	스마일 농장;	1	2	2368	0	769	0.25	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
270000320	70000	32	200232000	거북 하우스 주변;	1	2	1954	0	1519	0.2	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
280000340	80000	34	200234000	손오반 수련터 근처;	1	2	2055	0	1410	0.2	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
290000350	90000	35	200235000	사이어인 침공지;	1	2	1707	0	328	0.35	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2120000360	120000	36	200236000	어느 깊은 산 속;	1	1	1844	0	-432	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2150000360	150000	36	200236000	어느 깊은 산 속;	1	1	1844	0	-432	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2160000360	160000	36	200236000	어느 깊은 산 속;	1	1	1844	0	-432	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2170000370	170000	37	200237000	후라이팬 산;	1	1	972	0	516	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2180000370	180000	37	200237000	후라이팬 산;	1	1	972	0	516	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2190000370	190000	37	200237000	후라이팬 산;	1	1	972	0	516	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2400000380	400000	38	200238000	제23회 천하제일 무도회장;	1	1	802	0	602	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2410000380	410000	38	200238000	제23회 천하제일 무도회장;	1	1	802	0	602	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
2420000380	420000	38	200238000	제23회 천하제일 무도회장;	1	1	802	0	602	0.5	4294967295	0	255	255	3.40282e+38	0	3.40282e+38	65535	65535	65535	65535	65535	65535	65535	65535	
