2200001	11120092	2	1	20	1	0	
2200002	11120092	2	1	200	10	0	
2200003	11120092	2	1	1000	50	0	
2200004	11120092	2	1	2000	100	0	
2200005	11120093	2	0	500	1	0	
2200006	403043	2	1	150	1	0	
2200007	403042	2	1	100	1	0	
2200008	11120091	2	1	50	1	0	
2200009	11120091	2	1	2500	50	0	
2200010	18182	1	1	150	1	0	
2200011	18185	1	1	150	1	0	
2200012	11140247	9	1	300	1	0	
2200013	11140248	9	1	300	1	0	
2200014	11140249	9	1	300	1	0	
2200015	11140250	9	1	300	1	0	
2200016	11140251	9	1	300	1	0	
2200017	11140252	9	1	300	1	0	
2200018	11120142	1	1	150	1	0	
2200019	11120143	1	1	150	1	0	
2200020	11120144	1	1	150	1	0	
2200021	11120145	1	1	150	1	0	
2200022	11120146	1	1	150	1	0	
2200023	11120147	1	1	150	1	0	
2200024	11160032	1	1	150	1	0	
2200025	403034	2	1	200	20	0	
2200026	403023	2	1	200	1	0	
2200027	403003	2	1	200	1	0	
2200028	403004	2	1	200	1	0	
2200029	11120260	2	1	300	1	0	
2200030	11120253	2	1	150	1	0	
2200031	6005014	11	1	50	1	0	
2200032	6006003	11	1	100	1	0	
2200033	6006005	11	1	100	1	0	
2200034	6006002	11	1	100	5	0	
2200035	6006004	11	1	100	5	0	
2200036	403000	1	1	10	1	0	
2200037	303001	1	1	10	1	0	
2200038	18169	1	1	10	1	0	
2200039	150031	1	1	10	1	0	
2200040	19916	12	1	60	1	0	
2200041	19918	12	1	300	1	0	
2200042	19919	12	1	600	1	0	
2200043	19920	12	1	1800	1	0	
2200044	11120154	2	1	200	1	0	
2200045	6005008	11	1	100	1	0	
2200046	11120098	3	1	60	1	0	
2200047	11120219	3	1	80	1	0	
2200048	11170208	4	0	9999	1	0	
2200049	11170049	4	0	9999	1	0	
2200050	11170050	4	0	9999	1	0	
2200051	11170159	4	0	9999	1	0	
2200052	11170160	4	0	9999	1	0	
2200053	18125	1	1	80	30	0	
2200054	18126	1	1	80	30	0	
2200055	18127	1	1	100	30	0	
2200056	18128	1	1	100	30	0	
2200057	11170036	4	0	9999	1	0	
2200058	11170039	4	0	9999	1	0	
2200059	11170054	4	0	9999	1	0	
2200060	11120261	2	1	200	1	0	
2200061	11120034	2	1	30	1	0	
2200062	11120034	2	1	280	10	0	
2200063	11120034	2	1	1180	50	0	
2200064	11120034	2	1	2300	100	0	
2200065	11120033	2	1	10	1	0	
2200066	11120033	2	1	90	10	0	
2200067	11120033	2	1	400	50	0	
2200068	11120033	2	1	770	100	0	
2200069	11120090	2	0	150	5	0	
2200070	11120090	2	0	1500	50	0	
2200071	303000	1	1	5	1	0	
2200072	11130008	10	1	25	1	0	
2200073	11130011	10	1	50	1	0	
2200074	11170281	10	1	100	1	0	
2200075	11170282	10	1	100	1	0	
2200076	11170283	10	1	100	1	0	
2200077	11170284	10	1	100	1	0	
2200078	11170285	10	1	100	1	0	
2200079	11170286	10	1	100	1	0	
2200080	11170287	10	1	100	1	0	
2200081	11170288	10	1	100	1	0	
2200082	11170289	10	1	100	1	0	
2200083	11170290	10	1	100	1	0	
2200084	11170291	10	1	100	1	0	
2200085	11170292	10	1	100	1	0	
2200086	11170293	10	1	100	1	0	
2200087	11170294	10	1	100	1	0	
2200088	11170295	10	1	100	1	0	
2200089	11170296	10	1	100	1	0	
2200090	11170297	10	1	100	1	0	
2200091	11170298	10	1	100	1	0	
2200092	11170299	10	1	100	1	0	
2200093	11170300	10	1	100	1	0	
2200094	300010	10	1	80	1	0	
2200095	300020	10	1	80	1	0	
2200096	300030	10	1	80	1	0	
2200097	300040	10	1	80	1	0	
2200098	400045	10	1	100	1	0	
2200099	400046	10	1	100	1	0	
2200100	400047	10	1	100	1	0	
2200101	400048	10	1	100	1	0	
2200102	60	10	1	100	1	0	
2200103	61	10	1	100	1	0	
2200104	62	10	1	100	1	0	
2200105	63	10	1	100	1	0	
2200106	11170013	10	1	100	1	0	
2200107	11170014	10	1	100	1	0	
2200108	11170015	10	1	100	1	0	
2200109	11170016	10	1	100	1	0	
2200110	11170017	10	1	100	1	0	
2200111	11170018	10	1	100	1	0	
2200112	11170122	10	1	100	1	0	
2200113	11170123	10	1	100	1	0	
2200114	11170124	10	1	100	1	0	
2200115	11170125	10	1	100	1	0	
2200116	11170127	10	1	100	1	0	
2200117	11170128	10	1	100	1	0	
2200118	11170129	10	1	100	1	0	
2200119	11170130	10	1	100	1	0	
