10	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	10			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	10	4294967295	255	1.79769e+63	
11	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	11			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	11	4294967295	255	1.79769e+63	
12	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	12			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	12	4294967295	255	1.79769e+63	
13	5	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	13			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	13	4294967295	255	1.79769e+63
14	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	14			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	14	4294967295	255	1.79769e+63	
20	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	20			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	20	4294967295	255	1.79769e+63	
21	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	21			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	21	4294967295	255	1.79769e+63	
22	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	22			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	22	4294967295	255	1.79769e+63	
23	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	23			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	23	4294967295	255	1.79769e+63	
24	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	24			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	24	4294967295	255	1.79769e+63	
25	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	25			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	25	4294967295	255	1.79769e+63	
26	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	26			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	26	4294967295	255	1.79769e+63	
27	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	27			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	27	4294967295	255	1.79769e+63	
28	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	28			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	28	4294967295	255	1.79769e+63	
29	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	29			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	29	4294967295	255	1.79769e+63	
30	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	30			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	30	4294967295	255	1.79769e+63	
31	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	31			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	31	4294967295	255	1.79769e+63	
32	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	32			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	32	4294967295	255	1.79769e+63	
33	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	33			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	33	4294967295	255	1.79769e+63	
34	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	34			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	34	4294967295	255	1.79769e+63	
35	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	35			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	35	4294967295	255	1.79769e+63	
36	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	36			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	36	4294967295	255	1.79769e+63	
37	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	37			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	37	4294967295	255	1.79769e+63	
38	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	38			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	38	4294967295	255	1.79769e+63	
39	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	39			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	39	4294967295	255	1.79769e+63	
40	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	40			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	40	4294967295	255	1.79769e+63	
41	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	41			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	41	4294967295	255	1.79769e+63	
42	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	42			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	42	4294967295	255	1.79769e+63	
43	4	255	0	0	1	0	0	0	0	4294967295	1	0	0	0	1	0	0	0	0	0	3	3000	0	0	0	0	0	0	0	43			65535	65535	65535	65535	65535	255	255	4294967295	3.40282e+31	3.40282e+31	3.40282e+31	65535	517	255	43	4294967295	255	1.79769e+63	
