10	V_BIK_06	1	10	0	70	1	
11	V_BIK_06	1	10	0	70	1	
12	V_BIK_06	1	10	0	70	1	
13	V_BIK_06	1	10	0	70	1	
14	V_BIK_06	1	10	0	70	1	
20	V_BIK_06	1	10	0	70	1	
21	V_BIK_06	1	10	0	70	1	
22	V_BIK_06	1	10	0	70	1	
23	V_BIK_06	1	10	0	70	1	
24	V_BIK_06	1	10	0	70	1	
25	V_BIK_07	1	10	0	70	1	
26	V_BIK_07	1	10	0	70	1	
27	V_BIK_07	1	10	0	70	1	
28	V_BIK_07	1	10	0	70	1	
29	V_BIK_07	1	10	0	70	1	
30	V_BIK_08	1	10	0	70	1	
31	V_BIK_08	1	10	0	70	1	
32	V_BIK_08	1	10	0	70	1	
33	V_BIK_08	1	10	0	70	1	
34	V_BIK_08	1	10	0	70	1	
35	V_BIK_09	1	10	0	70	1	
36	V_BIK_09	1	10	0	70	1	
37	V_BIK_09	1	10	0	70	1	
38	V_BIK_09	1	10	0	70	1	
39	V_BIK_09	1	10	0	70	1	
40	V_BIK_21	1	14	0	70	1	
41	V_BIK_21	1	14	0	70	1	
42	V_BIK_21	1	14	0	70	1	
43	V_BIK_21	1	14	0	70	1	
44	V_BIK_21	1	14	0	70	1	
45	V_BIK_22	1	14	0	70	1	
46	V_BIK_22	1	14	0	70	1	
47	V_BIK_22	1	14	0	70	1	
48	V_BIK_22	1	14	0	70	1	
49	V_BIK_22	1	14	0	70	1	
50	V_BIK_23	1	14	0	70	1	
51	V_BIK_23	1	14	0	70	1	
52	V_BIK_23	1	14	0	70	1	
53	V_BIK_23	1	14	0	70	1	
54	V_BIK_23	1	14	0	70	1	
55	V_BIK_24	1	14	0	70	1	
56	V_BIK_24	1	14	0	70	1	
57	V_BIK_24	1	14	0	70	1	
58	V_BIK_24	1	14	0	70	1	
59	V_BIK_24	1	14	0	70	1	
60	V_BIK_21	1	14	0	70	1	
61	V_BIK_22	1	14	0	70	1	
62	V_BIK_23	1	14	0	70	1	
63	V_BIK_24	1	14	0	70	1	
64	V_ATB_01	0	12	1	220	1	
65	V_ATB_02	0	14	1	270	1	
300010	V_BIK_11	1	12	0	70	1	
300011	V_BIK_11	1	12	0	70	1	
300012	V_BIK_11	1	12	0	70	1	
300013	V_BIK_11	1	12	0	70	1	
300014	V_BIK_11	1	12	0	70	1	
300020	V_BIK_12	1	12	0	70	1	
300021	V_BIK_12	1	12	0	70	1	
300022	V_BIK_12	1	12	0	70	1	
300023	V_BIK_12	1	12	0	70	1	
300024	V_BIK_12	1	12	0	70	1	
300030	V_BIK_13	1	12	0	70	1	
300031	V_BIK_13	1	12	0	70	1	
300032	V_BIK_13	1	12	0	70	1	
300033	V_BIK_13	1	12	0	70	1	
300034	V_BIK_13	1	12	0	70	1	
300040	V_BIK_14	1	12	0	70	1	
300041	V_BIK_14	1	12	0	70	1	
300042	V_BIK_14	1	12	0	70	1	
300043	V_BIK_14	1	12	0	70	1	
300044	V_BIK_14	1	13	0	70	1	
400010	V_BIK_16	1	14	0	70	1	
400011	V_BIK_16	1	14	0	70	1	
400012	V_BIK_16	1	14	0	70	1	
400013	V_BIK_16	1	14	0	70	1	
400014	V_BIK_16	1	14	0	70	1	
400020	V_BIK_17	1	14	0	70	1	
400021	V_BIK_17	1	14	0	70	1	
400022	V_BIK_17	1	14	0	70	1	
400023	V_BIK_17	1	14	0	70	1	
400024	V_BIK_17	1	14	0	70	1	
400030	V_BIK_18	1	14	0	70	1	
400031	V_BIK_18	1	14	0	70	1	
400032	V_BIK_18	1	14	0	70	1	
400033	V_BIK_18	1	14	0	70	1	
400034	V_BIK_18	1	14	0	70	1	
400040	V_BIK_19	1	14	0	70	1	
400041	V_BIK_19	1	14	0	70	1	
400042	V_BIK_19	1	14	0	70	1	
400043	V_BIK_19	1	14	0	70	1	
400044	V_BIK_19	1	14	0	70	1	
400045	V_BIK_16	1	14	0	70	1	
400046	V_BIK_17	1	14	0	70	1	
400047	V_BIK_18	1	14	0	70	1	
400048	V_BIK_19	1	14	0	70	1	
400101	V_BIK_33	1	14	0	70	1	
400102	V_BIK_34	1	14	0	70	1	
400103	V_BIK_35	1	14	0	70	1	
400104	V_BIK_36	1	14	0	70	1	
400105	V_BIK_37	1	14	0	70	1	
400106	V_BIK_38	1	14	0	70	1	
400107	V_BIK_39	1	14	0	70	1	
400108	V_BIK_40	1	14	0	70	1	
400109	V_BIK_41	1	14	0	70	1	
400110	V_BIK_42	1	14	0	70	1	
10130006	V_BIK_24	1	12	0	70	1	
10130008	V_BIK_24	1	12	0	70	1	
10130010	V_BIK_24	1	12	0	70	1	
10170004	V_CAR_01	0	14	1	70	1	
10170005	V_CAR_02	0	14	1	70	1	
10170006	V_CAR_03	0	14	1	70	1	
10170007	V_CAR_04	0	14	1	70	1	
10170014	V_CAR_21	0	14	1	70	1	
10170015	V_CAR_22	0	14	1	70	1	
10170016	V_CAR_23	0	14	1	70	1	
10170017	V_CAR_24	0	14	1	70	1	
11170213	V_12A_05	0	14	1	70	1	
11170214	V_CAR_05	0	14	1	70	1	
11170215	V_CAR_06	0	14	1	70	1	
11170216	V_CAR_07	0	14	1	70	1	
11170217	V_CAR_08	0	14	1	70	1	
11170235	V_12A_08	0	14	1	70	1	
11170245	V_12A_06	0	14	1	70	1	
11170281	V_12A_01	0	14	1	70	1	
11170282	V_12A_02	0	14	1	70	1	
11170283	V_12A_03	0	14	1	70	1	
11170284	V_12A_04	0	14	1	70	1	
